NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
REGULATION OF PRESYNAPSE ASSEMBLY	REGULATION OF PRESYNAPSE ASSEMBLY		21	-0.5045837	-1.3816904	0.121212125	0.40259993	0.999	789	"tags=33%, list=16%, signal=39%"
PEPTIDYL-TYROSINE DEPHOSPHORYLATION	PEPTIDYL-TYROSINE DEPHOSPHORYLATION		35	-0.46237537	-1.3803759	0.113131315	0.4026522	0.999	1740	"tags=60%, list=34%, signal=91%"
SENSORY PERCEPTION OF SOUND	SENSORY PERCEPTION OF SOUND		37	-0.39185932	-1.380285	0.082840234	0.40013582	0.999	868	"tags=41%, list=17%, signal=49%"
MICROTUBULE	MICROTUBULE		150	-0.3678675	-1.3781643	0.11067194	0.40177232	0.999	2244	"tags=68%, list=44%, signal=118%"
NEUROMUSCULAR JUNCTION	NEUROMUSCULAR JUNCTION		49	-0.4017355	-1.3774683	0.09626719	0.40064272	0.999	1246	"tags=47%, list=25%, signal=62%"
STEROID BIOSYNTHETIC PROCESS	STEROID BIOSYNTHETIC PROCESS		25	-0.4788094	-1.3764821	0.07014028	0.40000156	0.999	1146	"tags=48%, list=23%, signal=62%"
DYNEIN COMPLEX	DYNEIN COMPLEX		17	-0.47556254	-1.3761597	0.12698413	0.39814043	0.999	1869	"tags=65%, list=37%, signal=102%"
PERIKARYON	PERIKARYON		86	-0.36735767	-1.3711228	0.086444005	0.40613097	0.999	1004	"tags=34%, list=20%, signal=41%"
RESPONSE TO AMPHETAMINE	RESPONSE TO AMPHETAMINE		16	-0.49079338	-1.3694203	0.10097087	0.40713188	0.999	2206	"tags=75%, list=43%, signal=132%"
POSITIVE REGULATION OF GTPASE ACTIVITY	POSITIVE REGULATION OF GTPASE ACTIVITY		130	-0.35159522	-1.3686389	0.0815534	0.40621504	0.999	1454	"tags=42%, list=29%, signal=57%"
HSP90 PROTEIN BINDING	HSP90 PROTEIN BINDING		19	-0.4566397	-1.3668271	0.14112903	0.4072888	0.999	2117	"tags=58%, list=42%, signal=99%"
SPECTRIN BINDING	SPECTRIN BINDING		21	-0.48585635	-1.3664966	0.1574642	0.40536562	0.999	925	"tags=57%, list=18%, signal=70%"
RETINA DEVELOPMENT IN CAMERA-TYPE EYE	RETINA DEVELOPMENT IN CAMERA-TYPE EYE		27	-0.37021607	-1.3663751	0.057086613	0.40298185	0.999	959	"tags=37%, list=19%, signal=45%"
PROTEIN TYROSINE PHOSPHATASE ACTIVITY	PROTEIN TYROSINE PHOSPHATASE ACTIVITY		36	-0.43787548	-1.366293	0.11377245	0.4005427	0.999	1740	"tags=58%, list=34%, signal=88%"
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT	POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT		88	-0.34064358	-1.364514	0.08678501	0.4018443	0.999	1258	"tags=43%, list=25%, signal=56%"
SYNAPTIC MEMBRANE ADHESION	SYNAPTIC MEMBRANE ADHESION		16	-0.48871306	-1.3642478	0.11777302	0.3997458	0.999	721	"tags=31%, list=14%, signal=36%"
TRANS-GOLGI NETWORK MEMBRANE	TRANS-GOLGI NETWORK MEMBRANE		15	-0.4619858	-1.3564467	0.10433071	0.41340852	0.999	654	"tags=47%, list=13%, signal=53%"
AXON TERMINUS	AXON TERMINUS		37	-0.433155	-1.3527251	0.15686275	0.4189704	0.999	870	"tags=32%, list=17%, signal=39%"
AXONEME	AXONEME		19	-0.50421625	-1.3523208	0.11422846	0.41718495	0.999	2220	"tags=79%, list=44%, signal=140%"
PEROXISOMAL MEMBRANE	PEROXISOMAL MEMBRANE		19	-0.4995216	-1.3493892	0.13894325	0.42071018	0.999	1349	"tags=53%, list=27%, signal=71%"
POST-EMBRYONIC DEVELOPMENT	POST-EMBRYONIC DEVELOPMENT		31	-0.42137146	-1.3452481	0.09351145	0.42715508	0.999	1289	"tags=45%, list=25%, signal=60%"
MICROTUBULE ORGANIZING CENTER	MICROTUBULE ORGANIZING CENTER		117	-0.35374108	-1.3444422	0.08514851	0.4262833	0.999	2112	"tags=50%, list=42%, signal=83%"
SNARE COMPLEX	SNARE COMPLEX		33	-0.45747378	-1.3439196	0.1411043	0.42483455	0.999	546	"tags=33%, list=11%, signal=37%"
TRICARBOXYLIC ACID CYCLE	TRICARBOXYLIC ACID CYCLE		19	-0.5071744	-1.3379183	0.20080322	0.43551663	0.999	1112	"tags=47%, list=22%, signal=60%"
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY		67	-0.39556876	-1.3378863	0.13426854	0.43302903	0.999	1152	"tags=30%, list=23%, signal=38%"
PROTEIN PHOSPHATASE 2A BINDING	PROTEIN PHOSPHATASE 2A BINDING		22	-0.46312517	-1.3356068	0.12090164	0.43533406	0.999	1944	"tags=82%, list=38%, signal=132%"
CYTOPLASMIC MICROTUBULE	CYTOPLASMIC MICROTUBULE		24	-0.4671057	-1.3328837	0.16330644	0.43855125	0.999	2236	"tags=75%, list=44%, signal=133%"
ENDOSOME ORGANIZATION	ENDOSOME ORGANIZATION		24	-0.43950394	-1.3328787	0.10997964	0.43599698	0.999	405	"tags=21%, list=8%, signal=23%"
SIGNALING RECEPTOR ACTIVITY	SIGNALING RECEPTOR ACTIVITY		33	-0.37181115	-1.3311844	0.07984032	0.43730047	0.999	514	"tags=24%, list=10%, signal=27%"
PROTEIN DEPHOSPHORYLATION	PROTEIN DEPHOSPHORYLATION		75	-0.3501985	-1.3304378	0.111753374	0.43626824	0.999	1774	"tags=48%, list=35%, signal=73%"
PROTEIN C-TERMINUS BINDING	PROTEIN C-TERMINUS BINDING		129	-0.31799582	-1.328311	0.0970297	0.43844968	0.999	1308	"tags=35%, list=26%, signal=46%"
MOTOR ACTIVITY	MOTOR ACTIVITY		37	-0.38624334	-1.3240088	0.12915851	0.44494972	0.999	1541	"tags=51%, list=30%, signal=73%"
CEREBRAL CORTEX DEVELOPMENT	CEREBRAL CORTEX DEVELOPMENT		45	-0.40539402	-1.3227621	0.158	0.44496438	0.999	1142	"tags=40%, list=22%, signal=51%"
THIOL-DEPENDENT UBIQUITIN-SPECIFIC PROTEASE ACTIVITY	THIOL-DEPENDENT UBIQUITIN-SPECIFIC PROTEASE ACTIVITY		25	-0.43207768	-1.320048	0.12865497	0.4481906	0.999	1467	"tags=44%, list=29%, signal=62%"
METALLOPEPTIDASE ACTIVITY	METALLOPEPTIDASE ACTIVITY		31	-0.40119773	-1.3183494	0.15353535	0.44923154	0.999	1185	"tags=42%, list=23%, signal=54%"
VESICLE FUSION	VESICLE FUSION		18	-0.51892036	-1.3176938	0.17670682	0.44803888	0.999	564	"tags=33%, list=11%, signal=37%"
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY		33	-0.384249	-1.3141161	0.14671814	0.4532266	0.999	1200	"tags=36%, list=24%, signal=47%"
PROTEIN K63-LINKED UBIQUITINATION	PROTEIN K63-LINKED UBIQUITINATION		17	-0.4525692	-1.313852	0.15415822	0.45133686	0.999	1266	"tags=35%, list=25%, signal=47%"
GOLGI STACK	GOLGI STACK		15	-0.44136658	-1.3137165	0.16091955	0.44912013	0.999	832	"tags=33%, list=16%, signal=40%"
SARCOMERE	SARCOMERE		15	-0.491905	-1.3128042	0.13034624	0.44858623	0.999	1349	"tags=40%, list=27%, signal=54%"
KINESIN COMPLEX	KINESIN COMPLEX		16	-0.5134473	-1.3112676	0.19201522	0.44950357	0.999	1384	"tags=63%, list=27%, signal=86%"
SYNTAXIN BINDING	SYNTAXIN BINDING		42	-0.3790391	-1.3076551	0.13292433	0.45431075	0.999	1448	"tags=45%, list=29%, signal=63%"
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY		24	-0.47872013	-1.3076373	0.18489066	0.45191407	0.999	768	"tags=25%, list=15%, signal=29%"
PROTEIN SERINE/THREONINE KINASE ACTIVITY	PROTEIN SERINE/THREONINE KINASE ACTIVITY		138	-0.39827585	-1.305718	0.15778689	0.4535649	0.999	1298	"tags=46%, list=26%, signal=60%"
DENDRITE DEVELOPMENT	DENDRITE DEVELOPMENT		26	-0.3953321	-1.3054036	0.15461847	0.45187753	0.999	1515	"tags=54%, list=30%, signal=76%"
ANTERIOR/POSTERIOR PATTERN SPECIFICATION	ANTERIOR/POSTERIOR PATTERN SPECIFICATION		15	-0.4916606	-1.3050113	0.15	0.45027268	0.999	927	"tags=40%, list=18%, signal=49%"
PARALLEL FIBER TO PURKINJE CELL SYNAPSE	PARALLEL FIBER TO PURKINJE CELL SYNAPSE		17	-0.48340875	-1.3029066	0.17016807	0.45224866	0.999	789	"tags=35%, list=16%, signal=42%"
CELLULAR RESPONSE TO NERVE GROWTH FACTOR STIMULUS	CELLULAR RESPONSE TO NERVE GROWTH FACTOR STIMULUS		32	-0.4060204	-1.3012593	0.12450593	0.4533428	0.999	2101	"tags=59%, list=41%, signal=101%"
ADULT LOCOMOTORY BEHAVIOR	ADULT LOCOMOTORY BEHAVIOR		27	-0.37462884	-1.3000567	0.12007874	0.4533852	0.999	1653	"tags=48%, list=33%, signal=71%"
SECRETORY GRANULE	SECRETORY GRANULE		46	-0.37454247	-1.298198	0.1456693	0.4548017	0.999	916	"tags=33%, list=18%, signal=39%"
INHIBITORY SYNAPSE	INHIBITORY SYNAPSE		15	-0.546263	-1.2978787	0.1902834	0.45314327	0.999	1294	"tags=53%, list=25%, signal=71%"
G PROTEIN-COUPLED RECEPTOR BINDING	G PROTEIN-COUPLED RECEPTOR BINDING		27	-0.4062926	-1.295607	0.17706238	0.4555016	0.999	1627	"tags=48%, list=32%, signal=70%"
INTRACELLULAR PROTEIN TRANSPORT	INTRACELLULAR PROTEIN TRANSPORT		179	-0.32725158	-1.2926177	0.15882353	0.45954448	0.999	1480	"tags=35%, list=29%, signal=48%"
"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING"	"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING"		28	-0.3960682	-1.291501	0.18897638	0.45948106	0.999	1600	"tags=54%, list=31%, signal=78%"
CEREBELLUM DEVELOPMENT	CEREBELLUM DEVELOPMENT		26	-0.36804178	-1.2886837	0.12723657	0.4632897	0.999	303	"tags=27%, list=6%, signal=28%"
MICROTUBULE CYTOSKELETON	MICROTUBULE CYTOSKELETON		78	-0.35420057	-1.2884315	0.15261044	0.46141413	0.999	2469	"tags=71%, list=49%, signal=135%"
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION	NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION		16	-0.4958375	-1.2879248	0.22515213	0.46015507	0.999	610	"tags=31%, list=12%, signal=35%"
RESPONSE TO GLUCOSE	RESPONSE TO GLUCOSE		30	-0.3612221	-1.2864585	0.14541833	0.4608986	0.999	919	"tags=33%, list=18%, signal=40%"
CELL MORPHOGENESIS	CELL MORPHOGENESIS		38	-0.3339991	-1.2860271	0.10973085	0.4596077	0.999	909	"tags=29%, list=18%, signal=35%"
CALCIUM-DEPENDENT PROTEIN BINDING	CALCIUM-DEPENDENT PROTEIN BINDING		43	-0.35029677	-1.2829472	0.15430862	0.46372515	0.999	567	"tags=33%, list=11%, signal=36%"
POSITIVE REGULATION OF TOR SIGNALING	POSITIVE REGULATION OF TOR SIGNALING		16	-0.42781627	-1.2815307	0.14512922	0.4643294	0.999	942	"tags=31%, list=19%, signal=38%"
REGULATION OF DENDRITE MORPHOGENESIS	REGULATION OF DENDRITE MORPHOGENESIS		16	-0.5018403	-1.281517	0.18093385	0.4621103	0.999	2371	"tags=88%, list=47%, signal=164%"
STEROID METABOLIC PROCESS	STEROID METABOLIC PROCESS		27	-0.40858632	-1.2810587	0.16334662	0.460685	0.999	547	"tags=33%, list=11%, signal=37%"
SCAFFOLD PROTEIN BINDING	SCAFFOLD PROTEIN BINDING		36	-0.3468201	-1.2808352	0.11895161	0.4589622	0.999	675	"tags=28%, list=13%, signal=32%"
SPINDLE POLE	SPINDLE POLE		40	-0.374729	-1.2779638	0.13588111	0.46252573	1	951	"tags=28%, list=19%, signal=34%"
ALPHA-TUBULIN BINDING	ALPHA-TUBULIN BINDING		17	-0.48735246	-1.2768497	0.192	0.4627174	1	1302	"tags=59%, list=26%, signal=79%"
STRUCTURAL CONSTITUENT OF CYTOSKELETON	STRUCTURAL CONSTITUENT OF CYTOSKELETON		36	-0.37019143	-1.2755126	0.20082815	0.46321598	1	868	"tags=33%, list=17%, signal=40%"
POSITIVE REGULATION OF NEURON DIFFERENTIATION	POSITIVE REGULATION OF NEURON DIFFERENTIATION		28	-0.39910194	-1.2698878	0.18290259	0.47267172	1	1275	"tags=39%, list=25%, signal=52%"
SCHAFFER COLLATERAL - CA1 SYNAPSE	SCHAFFER COLLATERAL - CA1 SYNAPSE		70	-0.38605875	-1.2680959	0.2020202	0.47411138	1	1377	"tags=50%, list=27%, signal=68%"
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION	POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION		19	-0.41904327	-1.2676909	0.19103314	0.47263435	1	1370	"tags=42%, list=27%, signal=57%"
VOLTAGE-GATED POTASSIUM CHANNEL COMPLEX	VOLTAGE-GATED POTASSIUM CHANNEL COMPLEX		18	-0.4987761	-1.2670213	0.24474187	0.47182572	1	546	"tags=28%, list=11%, signal=31%"
MICROTUBULE ASSOCIATED COMPLEX	MICROTUBULE ASSOCIATED COMPLEX		18	-0.46170446	-1.2655655	0.23017408	0.4726692	1	2236	"tags=72%, list=44%, signal=129%"
"PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE BINDING"	"PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE BINDING"		18	-0.41367605	-1.264893	0.16269842	0.47181702	1	1531	"tags=61%, list=30%, signal=87%"
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES	HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES		51	-0.45465907	-1.2647358	0.246063	0.46998924	1	1077	"tags=37%, list=21%, signal=47%"
RECYCLING ENDOSOME	RECYCLING ENDOSOME		66	-0.34344256	-1.2585561	0.15109344	0.48121738	1	1179	"tags=36%, list=23%, signal=47%"
PROTEIN TYROSINE KINASE BINDING	PROTEIN TYROSINE KINASE BINDING		15	-0.4416082	-1.2564541	0.20080322	0.4836267	1	864	"tags=40%, list=17%, signal=48%"
PHOSPHOPROTEIN BINDING	PHOSPHOPROTEIN BINDING		30	-0.36051667	-1.2541846	0.17466411	0.48624966	1	1952	"tags=60%, list=38%, signal=97%"
NEGATIVE REGULATION OF GTPASE ACTIVITY	NEGATIVE REGULATION OF GTPASE ACTIVITY		15	-0.45961517	-1.2505345	0.197318	0.49174854	1	1373	"tags=47%, list=27%, signal=64%"
POSITIVE REGULATION OF CELL DEATH	POSITIVE REGULATION OF CELL DEATH		16	-0.43901175	-1.250311	0.22067595	0.49003154	1	2028	"tags=75%, list=40%, signal=124%"
CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES	CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES		18	-0.41811866	-1.2459127	0.20247933	0.4967403	1	1308	"tags=56%, list=26%, signal=75%"
DNA-DEPENDENT ATPASE ACTIVITY	DNA-DEPENDENT ATPASE ACTIVITY		15	-0.5190413	-1.2335867	0.25502008	0.52080846	1	1445	"tags=47%, list=28%, signal=65%"
ASSOCIATIVE LEARNING	ASSOCIATIVE LEARNING		20	-0.42839077	-1.2309574	0.2195122	0.5240041	1	1515	"tags=65%, list=30%, signal=92%"
INTRACELLULAR SIGNAL TRANSDUCTION	INTRACELLULAR SIGNAL TRANSDUCTION		124	-0.33021322	-1.2294769	0.17296223	0.5249277	1	1696	"tags=47%, list=33%, signal=69%"
MEMORY	MEMORY		41	-0.3648091	-1.2290593	0.20594059	0.5235757	1	1662	"tags=56%, list=33%, signal=83%"
RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY		20	-0.4823078	-1.2288821	0.26968503	0.5216578	1	2090	"tags=70%, list=41%, signal=118%"
TRANSMEMBRANE TRANSPORTER ACTIVITY	TRANSMEMBRANE TRANSPORTER ACTIVITY		28	-0.4229457	-1.2282727	0.2244898	0.520657	1	700	"tags=32%, list=14%, signal=37%"
CADHERIN BINDING	CADHERIN BINDING		28	-0.40464017	-1.2275311	0.21513945	0.5200966	1	924	"tags=36%, list=18%, signal=43%"
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS	POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS		31	-0.37752742	-1.2269293	0.2275449	0.5191969	1	1443	"tags=48%, list=28%, signal=67%"
CELLULAR RESPONSE TO INSULIN STIMULUS	CELLULAR RESPONSE TO INSULIN STIMULUS		44	-0.34170613	-1.2268397	0.17611337	0.5172013	1	1919	"tags=45%, list=38%, signal=72%"
CLATHRIN-DEPENDENT ENDOCYTOSIS	CLATHRIN-DEPENDENT ENDOCYTOSIS		16	-0.45079732	-1.2252951	0.25661916	0.5182607	1	916	"tags=38%, list=18%, signal=46%"
REGULATION OF MEMBRANE POTENTIAL	REGULATION OF MEMBRANE POTENTIAL		24	-0.4500423	-1.223932	0.24586777	0.5188625	1	1836	"tags=63%, list=36%, signal=97%"
TRANSPORT VESICLE MEMBRANE	TRANSPORT VESICLE MEMBRANE		16	-0.4654406	-1.2229878	0.22889306	0.5187134	1	1380	"tags=44%, list=27%, signal=60%"
DEPHOSPHORYLATION	DEPHOSPHORYLATION		64	-0.33143425	-1.2221371	0.19284295	0.5182873	1	1661	"tags=42%, list=33%, signal=62%"
REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY		15	-0.44944984	-1.2220397	0.25992063	0.5163219	1	1373	"tags=53%, list=27%, signal=73%"
BASOLATERAL PLASMA MEMBRANE	BASOLATERAL PLASMA MEMBRANE		74	-0.32000208	-1.2165256	0.21995927	0.5260621	1	929	"tags=30%, list=18%, signal=36%"
PROTEIN PHOSPHATASE INHIBITOR ACTIVITY	PROTEIN PHOSPHATASE INHIBITOR ACTIVITY		17	-0.47947526	-1.2135444	0.2623274	0.5300868	1	768	"tags=24%, list=15%, signal=28%"
NUCLEAR LOCALIZATION SEQUENCE BINDING	NUCLEAR LOCALIZATION SEQUENCE BINDING		17	-0.43897977	-1.2127454	0.23960397	0.5295387	1	1444	"tags=41%, list=28%, signal=57%"
LATERAL PLASMA MEMBRANE	LATERAL PLASMA MEMBRANE		24	-0.38022757	-1.2118293	0.24948025	0.5293853	1	925	"tags=38%, list=18%, signal=46%"
PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE ACTIVITY		25	-0.37655723	-1.2109636	0.23151751	0.5291806	1	824	"tags=24%, list=16%, signal=29%"
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION		25	-0.37655723	-1.2109636	0.23151751	0.5270029	1	824	"tags=24%, list=16%, signal=29%"
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION		67	-0.33526185	-1.2092587	0.23461539	0.52859324	1	1269	"tags=39%, list=25%, signal=51%"
BETA-CATENIN BINDING	BETA-CATENIN BINDING		37	-0.36839503	-1.2077231	0.20396039	0.5296481	1	1130	"tags=32%, list=22%, signal=41%"
REGULATION OF CIRCADIAN RHYTHM	REGULATION OF CIRCADIAN RHYTHM		27	-0.41444418	-1.2057383	0.2515213	0.53195393	1	1254	"tags=44%, list=25%, signal=59%"
ESTROGEN RECEPTOR BINDING	ESTROGEN RECEPTOR BINDING		19	-0.44503748	-1.2055985	0.25955734	0.5301131	1	1383	"tags=42%, list=27%, signal=58%"
THYMUS DEVELOPMENT	THYMUS DEVELOPMENT		16	-0.4423011	-1.2049613	0.24390244	0.52947545	1	924	"tags=38%, list=18%, signal=46%"
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS		34	-0.3471967	-1.2048372	0.21280992	0.5276091	1	1610	"tags=50%, list=32%, signal=73%"
"PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE BINDING"	"PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE BINDING"		16	-0.41889682	-1.2047507	0.22988506	0.5256281	1	1097	"tags=31%, list=22%, signal=40%"
"RETROGRADE TRANSPORT, ENDOSOME TO GOLGI"	"RETROGRADE TRANSPORT, ENDOSOME TO GOLGI"		45	-0.33482298	-1.2015058	0.19493178	0.53022885	1	1370	"tags=36%, list=27%, signal=48%"
MITOCHONDRIAL OUTER MEMBRANE	MITOCHONDRIAL OUTER MEMBRANE		73	-0.3167465	-1.2014586	0.18036072	0.5282269	1	1095	"tags=32%, list=22%, signal=40%"
CELL-CELL ADHESION	CELL-CELL ADHESION		62	-0.3335551	-1.1992208	0.21484375	0.5307409	1	941	"tags=35%, list=19%, signal=43%"
REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE	REGULATION OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE		16	-0.41194928	-1.19788	0.24950884	0.531548	1	1389	"tags=50%, list=27%, signal=69%"
REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY	REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY		16	-0.43202156	-1.194636	0.26027396	0.5360672	1	1515	"tags=63%, list=30%, signal=89%"
ACROSOMAL VESICLE	ACROSOMAL VESICLE		22	-0.34108984	-1.1945155	0.2016632	0.5341513	1	519	"tags=27%, list=10%, signal=30%"
CYTOPLASMIC VESICLE MEMBRANE	CYTOPLASMIC VESICLE MEMBRANE		61	-0.34002125	-1.1945078	0.24096386	0.5321047	1	1122	"tags=34%, list=22%, signal=44%"
PEPTIDYL-THREONINE PHOSPHORYLATION	PEPTIDYL-THREONINE PHOSPHORYLATION		29	-0.43234298	-1.1941582	0.30769232	0.53073937	1	1269	"tags=48%, list=25%, signal=64%"
PROTEIN TYROSINE KINASE ACTIVITY	PROTEIN TYROSINE KINASE ACTIVITY		38	-0.33206084	-1.1911377	0.21782178	0.5348687	1	1220	"tags=39%, list=24%, signal=52%"
RAN GTPASE BINDING	RAN GTPASE BINDING		23	-0.4184148	-1.1908361	0.25903615	0.5334733	1	1795	"tags=43%, list=35%, signal=67%"
CHOLESTEROL BIOSYNTHETIC PROCESS	CHOLESTEROL BIOSYNTHETIC PROCESS		19	-0.4270319	-1.1905652	0.26734695	0.53203315	1	1061	"tags=53%, list=21%, signal=66%"
BETA-TUBULIN BINDING	BETA-TUBULIN BINDING		24	-0.390878	-1.190165	0.23326571	0.5308586	1	577	"tags=25%, list=11%, signal=28%"
"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-OH GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"	"OXIDOREDUCTASE ACTIVITY, ACTING ON THE CH-OH GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"		20	-0.3800449	-1.1889598	0.2570281	0.5312962	1	766	"tags=25%, list=15%, signal=29%"
SODIUM ION TRANSPORT	SODIUM ION TRANSPORT		25	-0.42683485	-1.1889055	0.29746836	0.5294444	1	1926	"tags=56%, list=38%, signal=90%"
PROTEIN METHYLATION	PROTEIN METHYLATION		18	-0.46601936	-1.188761	0.29338843	0.5277468	1	2292	"tags=67%, list=45%, signal=121%"
RECEPTOR INTERNALIZATION	RECEPTOR INTERNALIZATION		21	-0.36370018	-1.1887565	0.2392638	0.5257721	1	815	"tags=38%, list=16%, signal=45%"
CARDIAC MUSCLE CONTRACTION	CARDIAC MUSCLE CONTRACTION		15	-0.40459	-1.1864424	0.24180327	0.5286159	1	1387	"tags=40%, list=27%, signal=55%"
RECYCLING ENDOSOME MEMBRANE	RECYCLING ENDOSOME MEMBRANE		40	-0.33528134	-1.1863958	0.2504931	0.52674747	1	1070	"tags=38%, list=21%, signal=47%"
TRANSPORT VESICLE	TRANSPORT VESICLE		20	-0.42884547	-1.1862674	0.27722773	0.5250502	1	685	"tags=45%, list=13%, signal=52%"
CALCIUM CHANNEL ACTIVITY	CALCIUM CHANNEL ACTIVITY		19	-0.39044017	-1.1860036	0.24571429	0.52361256	1	946	"tags=37%, list=19%, signal=45%"
"DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	"DNA-BINDING TRANSCRIPTION ACTIVATOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"		46	-0.3765592	-1.1827965	0.3057199	0.5279979	1	1133	"tags=35%, list=22%, signal=44%"
NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY		18	-0.43104884	-1.1807835	0.2936345	0.5299147	1	1522	"tags=44%, list=30%, signal=63%"
SYMPORTER ACTIVITY	SYMPORTER ACTIVITY		22	-0.3940006	-1.1782072	0.2597137	0.53313446	1	1401	"tags=41%, list=28%, signal=56%"
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY	TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY		32	-0.35841015	-1.1751314	0.23752496	0.5373589	1	909	"tags=31%, list=18%, signal=38%"
MICROTUBULE-BASED PROCESS	MICROTUBULE-BASED PROCESS		23	-0.3597846	-1.173395	0.26559356	0.538899	1	2469	"tags=65%, list=49%, signal=126%"
ADIPOSE TISSUE DEVELOPMENT	ADIPOSE TISSUE DEVELOPMENT		16	-0.38153094	-1.1732705	0.23540856	0.5371545	1	962	"tags=38%, list=19%, signal=46%"
RECEPTOR CLUSTERING	RECEPTOR CLUSTERING		17	-0.39351335	-1.172349	0.26838967	0.5372267	1	929	"tags=41%, list=18%, signal=50%"
RESPONSE TO ACTIVITY	RESPONSE TO ACTIVITY		23	-0.32781243	-1.1694207	0.24631579	0.54100525	1	1061	"tags=30%, list=21%, signal=38%"
EUKARYOTIC 43S PREINITIATION COMPLEX	EUKARYOTIC 43S PREINITIATION COMPLEX		16	-0.45839515	-1.1691256	0.32023576	0.5396517	1	1897	"tags=75%, list=37%, signal=119%"
ADENYLATE CYCLASE-INHIBITING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY	ADENYLATE CYCLASE-INHIBITING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY		16	-0.43322688	-1.1677248	0.27184466	0.5405004	1	1539	"tags=50%, list=30%, signal=72%"
RESPONSE TO HYDROGEN PEROXIDE	RESPONSE TO HYDROGEN PEROXIDE		31	-0.32420772	-1.165608	0.24950495	0.5427128	1	1837	"tags=45%, list=36%, signal=70%"
VISUAL LEARNING	VISUAL LEARNING		24	-0.37886423	-1.1630894	0.31384015	0.54578066	1	1515	"tags=58%, list=30%, signal=83%"
PHOSPHOLIPID BINDING	PHOSPHOLIPID BINDING		53	-0.30812877	-1.1584808	0.274	0.5532016	1	1028	"tags=40%, list=20%, signal=49%"
ANIMAL ORGAN MORPHOGENESIS	ANIMAL ORGAN MORPHOGENESIS		29	-0.32342762	-1.1524826	0.25143954	0.56325275	1	970	"tags=28%, list=19%, signal=34%"
